違規年月份,年齡,違規人性別,違規態樣
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,闖紅燈累犯
111-03,26,M,闖紅燈累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,闖紅燈累犯
111-03,25,M,闖紅燈累犯
111-03,25,M,闖紅燈累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,闖紅燈累犯
111-03,23,M,闖紅燈累犯
111-03,23,M,闖紅燈累犯
111-03,23,M,闖紅燈累犯
111-03,23,M,闖紅燈累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,36,M,闖紅燈累犯
111-03,36,M,闖紅燈累犯
111-03,36,M,闖紅燈累犯
111-03,36,M,無照駕駛累犯
111-03,36,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,27,M,闖紅燈累犯
111-03,27,M,闖紅燈累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,45,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,闖紅燈累犯
111-03,27,M,闖紅燈累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,33,M,無照駕駛累犯
111-03,33,M,無照駕駛累犯
111-03,33,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,54,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,48,M,無照駕駛累犯
111-03,40,M,闖紅燈累犯
111-03,40,M,闖紅燈累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,36,M,闖紅燈累犯
111-03,36,M,闖紅燈累犯
111-03,35,M,闖紅燈累犯
111-03,35,M,闖紅燈累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,39,M,無照駕駛累犯
111-03,39,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,34,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,無照駕駛累犯
111-03,32,M,闖紅燈累犯
111-03,32,M,闖紅燈累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,23,M,闖紅燈累犯
111-03,23,M,闖紅燈累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,37,M,闖紅燈累犯
111-03,37,M,闖紅燈累犯
111-03,37,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,39,M,無照駕駛累犯
111-03,39,M,無照駕駛累犯
111-03,38,M,闖紅燈累犯
111-03,38,M,闖紅燈累犯
111-03,38,M,闖紅燈累犯
111-03,38,M,闖紅燈累犯
111-03,38,M,闖紅燈累犯
111-03,38,M,闖紅燈累犯
111-03,38,M,闖紅燈累犯
111-03,38,M,闖紅燈累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,33,M,無照駕駛累犯
111-03,33,M,無照駕駛累犯
111-03,,M,超速60公里以上危險駕車
111-03,37,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,32,M,闖紅燈累犯
111-03,32,M,闖紅燈累犯
111-03,47,M,無照駕駛累犯
111-03,47,M,無照駕駛累犯
111-03,30,M,闖紅燈累犯
111-03,30,M,闖紅燈累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,30,M,無照駕駛累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,闖紅燈累犯
111-03,28,M,闖紅燈累犯
111-03,28,M,無照駕駛累犯
111-03,28,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,無照駕駛累犯
111-03,27,M,闖紅燈累犯
111-03,27,M,闖紅燈累犯
111-03,27,M,闖紅燈累犯
111-03,27,M,闖紅燈累犯
111-03,27,M,闖紅燈累犯
111-03,58,M,無照駕駛累犯
111-03,58,M,無照駕駛累犯
111-03,31,M,闖紅燈累犯
111-03,31,M,闖紅燈累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,26,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,25,M,無照駕駛累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,24,M,闖紅燈累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,23,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,24,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,無照駕駛累犯
111-03,41,M,酒駕累犯
111-03,41,M,酒駕累犯
111-03,41,M,闖紅燈累犯
111-03,41,M,闖紅燈累犯
111-03,40,M,無照駕駛累犯
111-03,40,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,無照駕駛累犯
111-03,38,M,闖紅燈累犯
111-03,38,M,闖紅燈累犯
111-03,37,M,無照駕駛累犯
111-03,37,M,無照駕駛累犯
111-03,37,M,闖紅燈累犯
111-03,37,M,闖紅燈累犯
111-03,36,M,無照駕駛累犯
111-03,36,M,無照駕駛累犯
111-03,36,M,無照駕駛累犯
111-03,36,M,無照駕駛累犯
111-03,36,M,無照駕駛累犯
111-03,36,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,35,M,無照駕駛累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,34,M,闖紅燈累犯
111-03,33,M,無照駕駛累犯
111-03,33,M,無照駕駛累犯
111-03,33,M,無照駕駛累犯
111-03,33,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,無照駕駛累犯
111-03,31,M,闖紅燈累犯
111-03,31,M,闖紅燈累犯
111-03,31,M,闖紅燈累犯
111-03,31,M,闖紅燈累犯
111-03,30,M,闖紅燈累犯
111-03,30,M,闖紅燈累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,闖紅燈累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
111-03,29,M,無照駕駛累犯
